iter	MultiClass
381	0.1451691534
382	0.1448587452
383	0.1445995877
384	0.1444311339
385	0.1437844747
386	0.1434016917
387	0.1428454081
388	0.1423138658
389	0.1419112064
390	0.141622186
391	0.1411588826
392	0.1409145041
393	0.1407386209
394	0.1405690088
395	0.1402308815
396	0.1399000467
397	0.1394813019
398	0.139052182
399	0.1387456048
400	0.1386070204
401	0.1383738757
402	0.138051205
403	0.1376451744
404	0.1371471487
405	0.1368198129
406	0.1364713687
407	0.136114339
408	0.1358543525
409	0.1354523029
410	0.1352546313
411	0.1349425567
412	0.1346873884
413	0.1342982075
414	0.1339881586
415	0.1336862558
416	0.1333589186
417	0.1331373497
418	0.1324157177
419	0.1319165028
420	0.1312893094
421	0.130840851
422	0.1304519936
423	0.1300618829
424	0.1297374455
425	0.1294959586
426	0.1290718364
427	0.1286678647
428	0.1283858264
429	0.1282615796
430	0.1280596492
431	0.1278650781
432	0.1277261946
433	0.1273465271
434	0.1271768103
435	0.1269151311
436	0.1267590295
437	0.1265339425
438	0.1262447015
439	0.1258102598
440	0.125643924
441	0.1254001618
442	0.1251059792
443	0.124886238
444	0.1246414184
445	0.124401477
446	0.1241441099
447	0.123970565
448	0.1235445106
449	0.1233385013
450	0.123045822
451	0.1225833729
452	0.1223921875
453	0.1218227577
454	0.1216049006
455	0.1211597895
456	0.120918018
457	0.1207113869
458	0.1205134626
459	0.1202573799
460	0.1197969071
461	0.1195496698
462	0.119345654
463	0.1191274247
464	0.1187689897
465	0.1183953537
466	0.1180667954
467	0.1178468729
468	0.1176870512
469	0.1172993198
470	0.1171800221
471	0.1168280169
472	0.1163218039
473	0.115977471
474	0.1155213816
475	0.115255908
476	0.1149241382
477	0.1147127639
478	0.1145577859
479	0.1143987351
480	0.1141345514
481	0.113906328
482	0.1134040564
483	0.1132034499
484	0.1127184462
485	0.1124392065
486	0.1121736039
487	0.1118516922
488	0.1114668314
489	0.1112150622
490	0.1110380545
491	0.1107506792
492	0.1104582242
493	0.110001796
494	0.1096876233
495	0.109421776
496	0.1091336469
497	0.108955563
498	0.1087682881
499	0.1085463796
500	0.1082326639
501	0.108028189
502	0.1077886994
503	0.1075109948
504	0.1072088872
505	0.1068834398
506	0.106663494
507	0.1064920501
508	0.1063191935
509	0.1061435398
510	0.1059766728
511	0.1056799067
512	0.1055240009
513	0.1053888228
514	0.1052642673
515	0.105096285
516	0.1047101237
517	0.1044704837
518	0.1042116875
519	0.1040098086
520	0.1037836257
521	0.1034982522
522	0.1033780374
523	0.103199004
524	0.1028554084
525	0.1026063086
526	0.1024630265
527	0.1022331035
528	0.1019878625
529	0.1016376583
530	0.1012111559
531	0.1008777827
532	0.1006913513
533	0.1005267863
534	0.1004261766
535	0.1002116793
536	0.1000346318
537	0.09990064738
538	0.09950026766
539	0.0990891743
540	0.0990060976
541	0.09891600829
542	0.09856240181
543	0.09843961808
544	0.09818974494
545	0.09796810333
546	0.09769241278
547	0.09736692293
548	0.09719429072
549	0.09684906857
550	0.09655345488
551	0.09638145183
552	0.09619086681
553	0.09606732571
554	0.09583827639
555	0.09548109664
556	0.09536676638
557	0.09514760911
558	0.09505192518
559	0.0947177708
560	0.09451933345
561	0.09430118484
562	0.09404152931
563	0.09379558811
564	0.09373871823
565	0.0935000273
566	0.09333818793
567	0.09305641601
568	0.09294653305
569	0.09275622624
570	0.09262239152
571	0.09242740825
572	0.09232359305
573	0.09218382521
574	0.09200190902
575	0.09173192849
576	0.09149689647
577	0.09128627674
578	0.09123569936
579	0.09092116852
580	0.09079025082
581	0.09042475983
582	0.09020102204
583	0.0900302643
584	0.08969466733
585	0.08954209889
586	0.08938423459
587	0.08918680043
588	0.0891064785
589	0.08901311231
590	0.08890621607
591	0.0887482736
592	0.08855856307
593	0.08848768844
594	0.08822397285
595	0.08796270798
596	0.08771486675
597	0.08751667525
598	0.08738842318
599	0.0872022603
600	0.0870664602
601	0.08685838182
602	0.08676795309
603	0.08665962996
604	0.08653600417
605	0.08640990633
606	0.08632402297
607	0.08608349151
608	0.08600563199
609	0.08579865541
610	0.08549863371
611	0.08536664031
612	0.08528919621
613	0.08514796426
614	0.08499682696
615	0.08482508781
616	0.08467635181
617	0.08450992893
618	0.08437764356
619	0.08428191601
620	0.08417252047
621	0.08413627906
622	0.08398848984
623	0.08385011334
624	0.08373498209
625	0.08359403627
626	0.08332048719
627	0.08307030541
628	0.08292334715
629	0.08268239068
630	0.08243945367
631	0.08231851562
632	0.08209902193
633	0.08198770275
634	0.08184274415
635	0.08170723592
636	0.08147880502
637	0.08137644315
638	0.08125543857
639	0.08101492524
640	0.08088092359
641	0.08075577532
642	0.08058220192
643	0.08032622599
644	0.08015036441
645	0.07996634219
646	0.07972425482
647	0.07965412733
648	0.07952581815
649	0.07934142221
650	0.07912555073
651	0.07896078601
652	0.07883500909
653	0.07866464634
654	0.07860434178
655	0.07844735636
656	0.07832172422
657	0.07813345335
658	0.07802971704
659	0.07783915588
660	0.0777137337
661	0.07754408604
662	0.07745297821
663	0.07731110812
664	0.07711659476
665	0.07694983
666	0.07679152806
667	0.07663037637
668	0.07650013345
669	0.07635775803
670	0.07626601318
671	0.07614533938
672	0.07600013246
673	0.07582325643
674	0.07571493021
675	0.07561172625
676	0.07551399158
677	0.07542618087
678	0.07516887057
679	0.0749720524
680	0.07493356484
681	0.07473311429
682	0.07468270152
683	0.07457458802
684	0.07438004178
685	0.07430575885
686	0.07414677261
687	0.07395987809
688	0.0737814656
689	0.07371254787
690	0.0736468471
691	0.07354792242
692	0.07318598745
693	0.07307696294
694	0.07294733048
695	0.07280542731
696	0.07270041202
697	0.07260154608
698	0.07255725284
699	0.07241989725
700	0.0722071004
701	0.07203154397
702	0.07187945729
703	0.07169491829
704	0.07153952243
705	0.07139976714
706	0.07127106177
707	0.07112212683
708	0.07106248361
709	0.07088006899
710	0.07076375596
711	0.07062077651
712	0.07044097799
713	0.07029443414
714	0.0701146702
715	0.06995386383
716	0.06969808385
717	0.06959607534
718	0.06940613081
719	0.06925896265
720	0.06917337403
721	0.06912462365
722	0.06909307575
723	0.06894242111
724	0.06873063467
725	0.06854510688
726	0.06842921989
727	0.06837438087
728	0.06820306518
729	0.06810078378
730	0.06788968813
731	0.0677895186
732	0.06765679892
733	0.0674192384
734	0.06731745567
735	0.06724314233
736	0.06702755237
737	0.06690892376
738	0.06674454545
739	0.06669007875
740	0.06653259739
741	0.06644076079
742	0.06637888379
743	0.06617361733
744	0.06608307278
745	0.06597038086
746	0.06578239867
747	0.06571973005
748	0.06565739953
749	0.06550708523
750	0.06540057593
751	0.06531442128
752	0.06523206038
753	0.06506118632
754	0.06488860014
755	0.06478453334
756	0.06453769388
757	0.06446594564
758	0.06436560838
759	0.06429773674
760	0.06421213895
761	0.06416409267
762	0.06405233348
763	0.06395908888
764	0.06383950456
765	0.06375294717
766	0.06366174847
767	0.06349455363
768	0.06336819478
769	0.06328140497
770	0.06318010726
771	0.06311437696
772	0.06299654208
773	0.06291151679
774	0.06280046617
775	0.06275610271
776	0.06263997665
777	0.0625715571
778	0.06250640671
779	0.06243383964
780	0.06232999838
781	0.06226397859
782	0.06218947646
783	0.06206843395
784	0.06202297933
785	0.06193788514
786	0.06181316078
787	0.06171225732
788	0.06162632093
789	0.06157983544
790	0.06149111699
791	0.06130774627
792	0.06122997875
793	0.06110056189
794	0.0610030553
795	0.06096563497
796	0.06081315647
797	0.06069618425
798	0.06062769029
799	0.06055330819
800	0.06047851604
801	0.06045182572
802	0.06035305114
803	0.06022869122
804	0.06006178151
805	0.05994937323
806	0.05978226449
807	0.05970836899
808	0.05960972437
809	0.05951520612
810	0.05942761534
811	0.05930033463
812	0.05917503851
813	0.05907301026
814	0.05893113961
815	0.05882050561
816	0.05866792328
817	0.05860220919
818	0.05850277643
819	0.05843090007
820	0.05837381298
821	0.05816523437
822	0.05811889486
823	0.05803212291
824	0.05799276282
825	0.05787191988
826	0.0577705181
827	0.05769619197
828	0.05761860164
829	0.05748484374
830	0.05741430269
831	0.05739053073
832	0.05717648176
833	0.05712055138
834	0.05700215343
835	0.05691772549
836	0.05684305769
837	0.05673395578
838	0.05664604943
839	0.05651083973
840	0.0564530424
841	0.05633065384
842	0.0562312575
843	0.05612402848
844	0.05604221068
845	0.05597493737
846	0.05585893389
847	0.05577447667
848	0.05568901587
849	0.05557919266
850	0.05556264911
851	0.05548188947
852	0.05532401444
853	0.05523193799
854	0.05518218628
855	0.05511854688
856	0.05504843504
857	0.0549474905
858	0.05490036274
859	0.05478208043
860	0.05465159079
861	0.05456686576
862	0.05446240296
863	0.05435445064
864	0.05429324703
865	0.05425418163
866	0.05423277577
867	0.05413155391
868	0.05404779519
869	0.05388416806
870	0.05380706682
871	0.05373307649
872	0.05367046595
873	0.0536222299
874	0.05357023954
875	0.05351387525
876	0.05343632982
877	0.05330031787
878	0.05326035626
879	0.05321902213
880	0.05304256574
881	0.05295741066
882	0.05290645313
883	0.05286308145
884	0.05277929441
885	0.05266465089
886	0.05260316447
887	0.05253399161
888	0.05245023638
889	0.05235075531
890	0.05228720036
891	0.05221605645
892	0.0521566158
893	0.0520919444
894	0.05203704725
895	0.05199840332
896	0.05194689579
897	0.05183050635
898	0.05171835603
899	0.05162746323
900	0.0515595439
901	0.05151778003
902	0.05143441846
903	0.05136841758
904	0.05127912333
905	0.05117887935
906	0.05108082858
907	0.05101363051
908	0.05092086453
909	0.05089256761
910	0.05081435562
911	0.05074252148
912	0.05057644642
913	0.05045529498
914	0.05036712764
915	0.05029637956
916	0.05025069203
917	0.05019439684
918	0.05014109309
919	0.05006846475
920	0.04995931383
921	0.04988747228
922	0.0498186128
923	0.04979306294
924	0.04971363775
925	0.04967609964
926	0.04965351322
927	0.04961207007
928	0.0495563149
929	0.04949910465
930	0.04945230669
931	0.0493825497
932	0.04932025062
933	0.04927898318
934	0.04922419097
935	0.0491290249
936	0.0490159464
937	0.0489457746
938	0.04886027181
939	0.0487873433
940	0.04877020002
941	0.04866174368
942	0.04860751892
943	0.04854148048
944	0.048485709
945	0.04843757908
946	0.04838155892
947	0.0483489648
948	0.04829361494
949	0.04827243208
950	0.04818655497
951	0.04817164094
952	0.04807890652
953	0.04798724625
954	0.04793225678
955	0.04786201147
956	0.04781907078
957	0.047779319
958	0.04774297789
959	0.04767752687
960	0.04762087716
961	0.04752843847
962	0.04747154604
963	0.04743370171
964	0.04739087542
965	0.04735380654
966	0.04730486324
967	0.04726334343
968	0.0472255812
969	0.04717476042
970	0.04706636997
971	0.04701704928
972	0.04697731037
973	0.0469543355
974	0.04690438691
975	0.04684929978
976	0.04678688064
977	0.04668362761
978	0.04664696907
979	0.04658426576
980	0.04654508285
981	0.04645756619
982	0.04639446392
983	0.04629873607
984	0.04618810204
985	0.04612210758
986	0.0460667731
987	0.04600708271
988	0.04597302345
989	0.04591098995
990	0.04581530884
991	0.04574632175
992	0.04568512316
993	0.04560430391
994	0.04554879102
995	0.0455120209
996	0.04541277866
997	0.04539138741
998	0.04534596131
999	0.04525721144
